europeana_id,value,upvotes,downvotes,recommendation
KYD1783,man,19,0,accept
KYD1783,mole on the cheek,4,0,accept
KYD1783,pale sky,4,0,accept
KYD1783,path,15,0,accept
KYD1783,portrait,19,0,accept
KYD1783,portrait of a man,19,0,accept
KYD1783,trees,19,0,accept
KYD1783,visible brushstrokes,0,0,unknown
KYD1783,visor,4,0,accept
KYD1783,wear,6,1,accept
KYD1783,wooden log,15,0,accept
KYD1783,young man,8,0,accept
KYD1784,Black shoes,13,0,accept
KYD1784,Black vest,10,0,accept
KYD1784,Cross pendant,12,0,accept
KYD1784,Dark skirt,11,0,accept
KYD1784,Red ribbons,10,0,accept
KYD1784,Waterfowl,9,0,accept
KYD1784,a little girl,11,2,accept
KYD1784,birch tree,3,0,accept
KYD1784,brown hair,4,0,accept
KYD1784,dark blue and white blouse,2,6,reject
KYD1784,dirt path,3,0,accept
KYD1784,distant wicker fence,3,0,accept
KYD1784,distant windmill,3,0,accept
KYD1784,distant wood,3,0,accept
KYD1784,earrings,4,0,accept
KYD1784,girl,24,0,accept
KYD1784,meadows,3,0,accept
KYD1784,path,19,0,accept
KYD1784,pond,19,0,accept
KYD1784,portrait,20,0,accept
KYD1784,portrait of a little girl,15,0,accept
KYD1784,red apron,15,0,accept
KYD1784,red floral embroidery,18,0,accept
KYD1784,red ribbon at the neck,9,6,accept
KYD1784,signs of age,5,2,accept
KYD1784,small bouquet of red flowers,19,0,accept
KYD1784,small house,17,0,accept
KYD1784,smoke from the chimney,3,0,accept
KYD1784,swans,6,3,accept
KYD1784,trees,15,0,accept
KYD1784,wear,4,2,accept
KYD1784,year 1949,3,1,accept
KYD1784,young woman,8,2,accept
KYD1785,A couple,13,0,accept
KYD1785,Golden earings,13,0,accept
KYD1785,Neclaces,11,0,accept
KYD1785,Tree,13,0,accept
KYD1785,White shirt,9,0,accept
KYD1785,Yarmolenko Panas Mykolaiovych,11,0,accept
KYD1785,birch tree,3,0,accept
KYD1785,bouquet of roses,19,0,accept
KYD1785,bowl of apples,19,0,accept
KYD1785,bunch of grapes,17,0,accept
KYD1785,dark head covering,17,0,accept
KYD1785,dark suit,15,0,accept
KYD1785,green tablecloth,3,0,accept
KYD1785,man,21,0,accept
KYD1785,mykola doroskop,8,0,accept
KYD1785,olha and mykola doroskop,8,0,accept
KYD1785,painted portrait,10,0,accept
KYD1785,pale green background,3,0,accept
KYD1785,plate,3,0,accept
KYD1785,portrait of olha and mykola doroskop,10,0,accept
KYD1785,potted plant with white flowers,21,0,accept
KYD1785,seated at a table,11,0,accept
KYD1785,sliced watermelon,15,0,accept
KYD1785,tie,15,0,accept
KYD1785,white blouse with red floral embroidery,22,0,accept
KYD1785,woman,21,0,accept
KYD1786,Dark trousers,8,0,accept
KYD1786,Flowers,6,0,accept
KYD1786,Red shirt,12,0,accept
KYD1786,White waterfowl,11,0,accept
KYD1786,Yarmolenko Panas Mykolaiovych,13,0,accept
KYD1786,a boy with a pipe,14,1,accept
KYD1786,boy,23,0,accept
KYD1786,brown hair,4,0,accept
KYD1786,damage,10,0,accept
KYD1786,distant hills,4,0,accept
KYD1786,distant wood,4,0,accept
KYD1786,feet,4,0,accept
KYD1786,fingers,4,0,accept
KYD1786,flowers,15,0,accept
KYD1786,flute,15,0,accept
KYD1786,green grass,4,0,accept
KYD1786,hands,4,0,accept
KYD1786,legs,4,0,accept
KYD1786,painting,18,0,accept
KYD1786,pond,14,0,accept
KYD1786,red and blue cloth,10,2,accept
KYD1786,red dress,2,10,reject
KYD1786,signs of age,10,0,accept
KYD1786,straw hat,13,0,accept
KYD1786,tree,13,0,accept
KYD1786,white swan,7,3,accept
KYD1786,woman,2,14,reject
KYD1787,Black boots,9,0,accept
KYD1787,Blue trousers,9,0,accept
KYD1787,Church,12,0,accept
KYD1787,Embroidery,9,0,accept
KYD1787,Group of people,11,0,accept
KYD1787,Horserider,12,0,accept
KYD1787,House,10,0,accept
KYD1787,Red apron,9,0,accept
KYD1787,Soldier,13,0,accept
KYD1787,Thatched roof,3,0,accept
KYD1787,Wicker fence,3,0,accept
KYD1787,black hat,7,1,accept
KYD1787,black head covering,11,0,accept
KYD1787,crying woman,3,0,accept
KYD1787,embroidered shirt,3,0,accept
KYD1787,flowers,4,0,accept
KYD1787,horse,18,0,accept
KYD1787,man,20,0,accept
KYD1787,moustache,3,0,accept
KYD1787,painted wooden panel,13,0,accept
KYD1787,patterned dress,6,2,accept
KYD1787,red uniform,12,0,accept
KYD1787,some damage,5,1,accept
KYD1787,sword,7,5,accept
KYD1787,traditional folk attire,20,0,accept
KYD1787,tree,14,2,accept
KYD1787,visible wood grain,6,0,accept
KYD1787,window,3,0,accept
KYD1787,woman,18,0,accept
KYD1787,yaryna,14,0,accept
KYD1788,Red skirt,7,0,accept
KYD1788,Sky with clouds,9,0,accept
KYD1788,Village road,10,0,accept
KYD1788,Well,10,0,accept
KYD1788,White shirt with embroidery,8,1,accept
KYD1788,White storks,10,0,accept
KYD1788,birds,12,0,accept
KYD1788,boats,3,0,accept
KYD1788,church,17,0,accept
KYD1788,dark coat,10,0,accept
KYD1788,dirt roads,3,0,accept
KYD1788,distant wood,3,0,accept
KYD1788,flowers,3,0,accept
KYD1788,girl,19,0,accept
KYD1788,horse,19,0,accept
KYD1788,houses,20,0,accept
KYD1788,kozak,19,0,accept
KYD1788,kozak with a girl,16,0,accept
KYD1788,man,19,0,accept
KYD1788,painting,10,0,accept
KYD1788,red shawl,2,6,reject
KYD1788,river,21,0,accept
KYD1788,rural village scene,19,0,accept
KYD1788,several people,16,0,accept
KYD1788,stork,3,0,accept
KYD1788,tall hat,13,2,accept
KYD1788,thatched houses,3,0,accept
KYD1788,trees,17,0,accept
KYD1788,two other figures,3,0,accept
KYD1788,visible damage,12,0,accept
KYD1788,well crane,3,0,accept
KYD1788,white dress,8,0,accept
KYD1788,woman,15,0,accept
KYD1789,Mother,25,0,accept
KYD1789,blue headscarf,13,4,accept
KYD1789,crack,9,0,accept
KYD1789,dressing a circlet of flowers,10,4,accept
KYD1789,floral wreath,21,4,accept
KYD1789,garden,27,0,accept
KYD1789,large pumpkin,9,14,reject
KYD1789,light-colored shirt,9,14,reject
KYD1789,red skirt,10,12,reject
KYD1789,roof,9,0,accept
KYD1789,rural setting,27,0,accept
KYD1789,thatched roof,1,0,accept
KYD1789,tree stump,13,4,accept
KYD1789,trousers,8,14,reject
KYD1789,white blouse with red embroidery,21,4,accept
KYD1789,wicker fence,1,0,accept
KYD1789,woman,23,0,accept
KYD1789,young boy,23,4,accept
KYD1789,young girl,27,0,accept
KYD1790,Black background,5,1,accept
KYD1790,Chamomile,1,0,accept
KYD1790,Poppy,1,0,accept
KYD1790,basket with flowers,15,6,accept
KYD1790,embroidered floral arrangement,27,0,accept
KYD1790,flowers,4,0,accept
KYD1790,lilac,16,0,accept
KYD1790,vase,22,0,accept
KYD1790,visible wear and tear,2,15,reject
KYD1791,a girl,21,0,accept
KYD1791,dark background,1,0,accept
KYD1791,floral crown,21,4,accept
KYD1791,girl,21,0,accept
KYD1791,painting on canvas,25,0,accept
KYD1791,portrait,25,0,accept
KYD1791,portrait of a girl,25,0,accept
KYD1791,red and blue ribbons,1,0,accept
KYD1791,red and blue striped veil,6,14,reject
KYD1791,red beaded necklaces,21,4,accept
KYD1791,signs of age,5,15,reject
KYD1791,wear,9,8,accept
KYD1791,white embroidered blouse,21,4,accept
KYD1791,woman,20,0,accept
KYD1792,1814-1861,8,0,accept
KYD1792,Moustache,9,0,accept
KYD1792,bald man,9,6,accept
KYD1792,blue background,1,0,accept
KYD1792,bundles of grain,13,8,accept
KYD1792,child,8,6,accept
KYD1792,dark coat,7,6,accept
KYD1792,decorative wreath,13,8,accept
KYD1792,flowers,21,0,accept
KYD1792,green leaves,11,2,accept
KYD1792,grey mustache,1,0,accept
KYD1792,oval frame,17,0,accept
KYD1792,painted portrait,21,0,accept
KYD1792,portrait of taras shevchenko,21,0,accept
KYD1792,red roses,11,2,accept
KYD1792,red tie,13,8,accept
KYD1792,signs of age,4,6,reject
KYD1792,taras shevchenko,21,0,accept
KYD1792,traditional clothing,21,0,accept
KYD1792,two women,4,7,reject
KYD1792,wear,6,12,reject
KYD1792,white blossoms,12,8,accept
KYD1792,wicker fence,1,0,accept
KYD1793,Willow,6,0,accept
KYD1793,blue bodice,2,12,reject
KYD1793,bucket,7,6,accept
KYD1793,distant thatched house,1,0,accept
KYD1793,flowers,1,0,accept
KYD1793,man,24,0,accept
KYD1793,near the well,7,6,accept
KYD1793,painted scene,24,0,accept
KYD1793,red boots,12,8,accept
KYD1793,red embroidery,6,7,reject
KYD1793,red green blue and yellow ribbons,1,0,accept
KYD1793,red neckerchief,2,14,reject
KYD1793,red skirt,5,15,reject
KYD1793,rural landscape,24,0,accept
KYD1793,small object,2,14,reject
KYD1793,traditional folk attire,17,4,accept
KYD1793,visible signs of age and wear,4,12,reject
KYD1793,white apron,12,8,accept
KYD1793,white shirt,7,6,accept
KYD1793,wooden well,1,0,accept
KYD1793,young girl,24,0,accept
KYD1794,birch tree,3,0,accept
KYD1794,distant houses,2,0,accept
KYD1794,distant wood,2,0,accept
KYD1794,embroidered shirt,2,0,accept
KYD1794,flowers,2,0,accept
KYD1794,metal bucket,16,4,accept
KYD1794,near the river,24,0,accept
KYD1794,painting,24,0,accept
KYD1794,river,2,0,accept
KYD1794,swans,2,0,accept
KYD1794,thatched house,2,0,accept
KYD1794,traditional folk attire,23,0,accept
KYD1794,visible cracks,7,4,accept
KYD1794,wear,14,4,accept
KYD1794,window,3,0,accept
KYD1794,woman,19,0,accept
KYD1794,wooden fence,15,4,accept
KYD1794,wooden well,20,4,accept
KYD1795,brown horse,2,0,accept
KYD1795,calf,4,13,reject
KYD1795,cow,16,4,accept
KYD1795,distant thatched house,2,0,accept
KYD1795,distant wood,2,0,accept
KYD1795,evening sky,2,0,accept
KYD1795,man on a white horse,29,0,accept
KYD1795,near the river,11,3,accept
KYD1795,painting,28,0,accept
KYD1795,puddles,3,0,accept
KYD1795,rural scene,23,0,accept
KYD1795,three people,4,7,reject
KYD1795,traditional folk clothing,30,0,accept
KYD1795,white horse,24,4,accept
KYD1795,wooden cart,2,12,reject
KYD1795,wooden well,3,0,accept
KYD1796,blossoms,10,8,accept
KYD1796,blue sky,1,0,accept
KYD1796,canvas,24,0,accept
KYD1796,dirt path,10,4,accept
KYD1796,distant wood,1,0,accept
KYD1796,girl,24,4,accept
KYD1796,houses,24,0,accept
KYD1796,painting,24,0,accept
KYD1796,stream,13,8,accept
KYD1796,thatched roofs,13,8,accept
KYD1796,traditional attire,28,0,accept
KYD1796,trees,12,4,accept
KYD1796,village landscape with a girl,28,0,accept
KYD1796,wicker fence,1,0,accept
KYD1796,woman,10,13,reject
KYD1796,wooden fence,20,4,accept
KYD1797,Evening,10,0,accept
KYD1797,Pink sky,10,0,accept
KYD1797,birds,13,4,accept
KYD1797,bushes,11,8,accept
KYD1797,canvas,24,0,accept
KYD1797,dusk,11,4,accept
KYD1797,lake with swans,25,0,accept
KYD1797,natural landscape,29,0,accept
KYD1797,painting,25,0,accept
KYD1797,reeds,8,5,accept
KYD1797,swans,21,4,accept
KYD1797,trees,13,4,accept
KYD1797,water,29,0,accept
KYD1798,bird,17,4,accept
KYD1798,black bird,16,4,accept
KYD1798,black horse,14,7,accept
KYD1798,blue and red saddle blanket,12,7,accept
KYD1798,blue pants,21,4,accept
KYD1798,blue sky,1,0,accept
KYD1798,horse,28,0,accept
KYD1798,man,29,0,accept
KYD1798,natural landscape,26,0,accept
KYD1798,oj na hori ohon horyt,16,4,accept
KYD1798,painting,29,0,accept
KYD1798,red coat,21,4,accept
KYD1798,rock,15,5,accept
KYD1798,saddled,12,4,accept
KYD1798,sword,1,0,accept
KYD1798,thistle,1,0,accept
KYD1798,visible signs of age and wear,12,3,accept
KYD1799,Lightly cracked paint,7,0,accept
KYD1799,black fur collar,2,0,accept
KYD1799,black fur hat,8,7,accept
KYD1799,dark coat,5,12,reject
KYD1799,green shirt,8,7,accept
KYD1799,green vest,2,0,accept
KYD1799,man,10,2,accept
KYD1799,moustache,3,0,accept
KYD1799,painted portrait,25,0,accept
KYD1799,pale blue background,3,0,accept
KYD1799,portrait of taras shevchenko,24,0,accept
KYD1799,signs of age,2,14,reject
KYD1799,taras shevchenko,24,0,accept
KYD1799,wear,2,14,reject
KYD1799,white shirt,2,0,accept
KYD1800,Embroidered shirt,3,0,accept
KYD1800,"colorful, geometric embroidered tie",5,11,reject
KYD1800,"dark, textured coat",20,4,accept
KYD1800,logo,7,12,reject
KYD1800,man with a mustache,16,4,accept
KYD1800,painted portrait,24,0,accept
KYD1800,pale blue background,2,1,accept
KYD1800,portrait of taras shevchenko,28,0,accept
KYD1800,signs of age and wear,18,4,accept
KYD1800,"tall, dark, fur-lined hat",16,4,accept
KYD1800,taras shevchenko,30,0,accept
KYD1801,Moustache,9,0,accept
KYD1801,blue and yellow blurred background,2,0,accept
KYD1801,damage,15,8,accept
KYD1801,"dark, fur-trimmed coat",20,8,accept
KYD1801,embroidered shirt,2,0,accept
KYD1801,"high, dark, fur-lined hat",19,8,accept
KYD1801,man,20,8,accept
KYD1801,painted portrait,28,0,accept
KYD1801,portrait of taras shevchenko,28,0,accept
KYD1801,red and blue patterned neckerchief,2,18,reject
KYD1801,silver eyebrows,2,0,accept
KYD1801,silver mustache,2,0,accept
KYD1801,taras shevchenko,28,0,accept
KYD1801,visible cracks,19,5,accept
KYD1802,8 episodes,1,0,accept
KYD1802,couple,9,4,accept
KYD1802,cracks,12,8,accept
KYD1802,eight artworks for kobzar,22,0,accept
KYD1802,figure lying on the ground,10,4,accept
KYD1802,folk tale,21,1,accept
KYD1802,houses,9,4,accept
KYD1802,man with a musical instrument,10,4,accept
KYD1802,musical instrument,14,4,accept
KYD1802,scenes from a folk tale,21,1,accept
KYD1802,trees,10,4,accept
KYD1802,visible paint wear,9,12,reject
KYD1802,white dress,9,4,accept
KYD1802,windmill,3,9,reject
KYD1802,woman in a white dress,26,0,accept
KYD1802,woman with a child,18,4,accept
KYD1803,bag with arrows,1,0,accept
KYD1803,blue robe,2,19,reject
KYD1803,bottle with a glass,17,4,accept
KYD1803,bow,9,12,reject
KYD1803,brown jacket,18,4,accept
KYD1803,dark blue sky with clouds,1,0,accept
KYD1803,dark green grass,1,0,accept
KYD1803,dark mustache,1,0,accept
KYD1803,horse with a red saddle,11,3,accept
KYD1803,kozak,26,0,accept
KYD1803,kozak mamaj,30,0,accept
KYD1803,lute,7,2,accept
KYD1803,man with a bald head and a long dark beard,2,19,reject
KYD1803,painting,26,0,accept
KYD1803,pair of boots,10,4,accept
KYD1803,pipe,22,4,accept
KYD1803,pistols,7,0,accept
KYD1803,red hat,18,4,accept
KYD1803,tree,22,4,accept
KYD1803,two swords,2,24,reject
KYD1804,blue pants,16,12,accept
KYD1804,bottle,20,8,accept
KYD1804,bow and arrows,2,0,accept
KYD1804,drinking glass,2,0,accept
KYD1804,earring ring,2,0,accept
KYD1804,green grass,2,0,accept
KYD1804,horse,20,8,accept
KYD1804,kozak,28,0,accept
KYD1804,kozak mamaj,28,0,accept
KYD1804,lute,18,8,accept
KYD1804,man with a mustache,16,12,accept
KYD1804,painting,24,0,accept
KYD1804,red boots,2,0,accept
KYD1804,red vest,16,12,accept
KYD1804,sky with clouds,2,0,accept
KYD1804,sword,12,4,accept
KYD1804,text inscription in Ukrainian,2,0,accept
KYD1804,tree,2,0,accept
KYD1805,blue and white striped pole,10,12,reject
KYD1805,blue uniforms,10,12,reject
KYD1805,boats,10,12,reject
KYD1805,damage,2,19,reject
KYD1805,dark suit,10,12,reject
KYD1805,detention of shevchenko,22,0,accept
KYD1805,ducks,1,0,accept
KYD1805,ferry boat,1,0,accept
KYD1805,green and yellow uniform,3,15,reject
KYD1805,horse,7,0,accept
KYD1805,man in dark suit,10,12,reject
KYD1805,painted historical scene,22,0,accept
KYD1805,river,3,9,reject
KYD1805,saber,7,0,accept
KYD1805,sign,3,9,reject
KYD1805,signs of age,2,19,reject
KYD1805,soldier in green and yellow uniform,4,18,reject
KYD1805,soldiers in blue uniforms,22,0,accept
KYD1805,straw hat,1,0,accept
KYD1805,swans,5,18,reject
KYD1805,traditional clothing,16,6,accept
KYD1805,white plumes,6,13,reject
KYD1806,brown boots,11,9,accept
KYD1806,distant wood,1,0,accept
KYD1806,green tunic,13,15,reject
KYD1806,harvesting,5,20,reject
KYD1806,kozak,24,0,accept
KYD1806,man,28,0,accept
KYD1806,moustache,9,0,accept
KYD1806,pale blue sky,1,0,accept
KYD1806,portrait,28,0,accept
KYD1806,red and green hat,16,12,accept
KYD1806,red trim,10,16,reject
KYD1806,rifle,16,12,accept
KYD1806,signs of age,4,13,reject
KYD1806,small man,6,0,accept
KYD1806,sword,14,13,accept
KYD1806,traditional attire,28,0,accept
KYD1806,wear,14,4,accept
KYD1807,Copuple,7,0,accept
KYD1807,River,9,0,accept
KYD1807,Wood,6,0,accept
KYD1807,boat,23,0,accept
KYD1807,brown coat,11,2,accept
KYD1807,flowers,13,2,accept
KYD1807,green dress,11,2,accept
KYD1807,man,23,0,accept
KYD1807,painting,21,0,accept
KYD1807,red umbrella,13,2,accept
KYD1807,rowing,11,2,accept
KYD1807,two in the boat,21,0,accept
KYD1807,visible damage,9,3,accept
KYD1807,woman,22,0,accept
KYD1808,birch tree,1,0,accept
KYD1808,blue trousers,1,0,accept
KYD1808,dock,9,8,accept
KYD1808,embroidered shirt,1,0,accept
KYD1808,flowering plants,27,0,accept
KYD1808,grey fur hat,1,0,accept
KYD1808,hills,8,0,accept
KYD1808,house,12,4,accept
KYD1808,kozak,23,3,accept
KYD1808,kozak on the river,28,0,accept
KYD1808,painting,28,0,accept
KYD1808,pale blue sky,1,0,accept
KYD1808,path,12,4,accept
KYD1808,poplar tree,1,0,accept
KYD1808,thatched roof,11,13,reject
KYD1808,traditional attire,28,0,accept
KYD1808,trees,12,4,accept
KYD1808,visible cracks,10,5,accept
KYD1808,water plants,7,0,accept
KYD1808,wear,6,19,reject
KYD1808,woman,11,17,reject
KYD1809,brown roof,15,4,accept
KYD1809,dark blue sky,1,0,accept
KYD1809,girls,20,4,accept
KYD1809,girls joking,18,4,accept
KYD1809,house,14,4,accept
KYD1809,logo,5,8,reject
KYD1809,nighttime scene by a river,23,0,accept
KYD1809,painted wooden panel,8,9,reject
KYD1809,person kneeling,14,4,accept
KYD1809,person lying down,14,4,accept
KYD1809,red skirt,16,4,accept
KYD1809,river,1,0,accept
KYD1809,small boat,16,4,accept
KYD1809,stick,9,5,accept
KYD1809,thatched roof,1,0,accept
KYD1809,trees,14,4,accept
KYD1809,two figures,2,15,reject
KYD1809,visible cracks,15,4,accept
KYD1809,wear on the wood,3,15,reject
KYD1809,white blouse,9,5,accept
KYD1809,woman,13,4,accept
KYD1809,wooden fence,14,4,accept
KYD1810,blue trousers,12,4,accept
KYD1810,brown boots,7,3,accept
KYD1810,horn,8,1,accept
KYD1810,kozak,27,0,accept
KYD1810,long staff,5,18,reject
KYD1810,man,28,0,accept
KYD1810,painting,28,0,accept
KYD1810,pistole,1,0,accept
KYD1810,pouch,9,12,reject
KYD1810,powder magazine,1,0,accept
KYD1810,red cloak,12,4,accept
KYD1810,red hat,2,19,reject
KYD1810,rifle,10,8,accept
KYD1810,"scimitar
blue sky",1,0,accept
KYD1810,spear,1,0,accept
KYD1810,traditional attire,28,0,accept
KYD1810,white shirt,12,4,accept
KYD1811,1939,6,0,accept
KYD1811,balding man with a mustache,21,7,accept
KYD1811,dark coat,13,15,reject
KYD1811,green laurel wreath,13,14,reject
KYD1811,grey blurred background,1,0,accept
KYD1811,grey mustache,1,0,accept
KYD1811,painted portrait,28,0,accept
KYD1811,portrait of taras shevchenko,28,0,accept
KYD1811,red ribbon tie,1,0,accept
KYD1811,red vest,2,25,reject
KYD1811,taras shevchenko,28,0,accept
KYD1811,visible cracks,15,13,accept
KYD1811,wear,3,12,reject
KYD1811,white ribbon,3,18,reject
KYD1811,white shirt,11,17,reject
KYD1812,blue frame with flowers,4,0,accept
KYD1812,blue tie,12,6,accept
KYD1812,dark coat,12,6,accept
KYD1812,floral border,24,0,accept
KYD1812,green background,4,0,accept
KYD1812,man with a mustache,17,4,accept
KYD1812,painted portrait,25,0,accept
KYD1812,portrait of taras shevchenko,22,0,accept
KYD1812,taras shevchenko,25,0,accept
KYD1812,visible signs of wear and tear,6,13,reject
KYD1812,white shirt,3,0,accept
KYD1813,black jacket,11,6,accept
KYD1813,floral border,20,4,accept
KYD1813,green background,3,0,accept
KYD1813,i.franko,25,0,accept
KYD1813,man with a mustache and blue eyes,16,4,accept
KYD1813,mustache,3,0,accept
KYD1813,painted portrait,22,0,accept
KYD1813,patterned shirt,10,2,accept
KYD1813,portrait of i.franko,26,0,accept
KYD1813,some wear,7,12,reject
KYD1813,visible texture,6,6,tie
KYD1814,Moustache,9,0,accept
KYD1814,damage on the surface,6,16,reject
KYD1814,embroidered collar,1,0,accept
KYD1814,gray background,1,0,accept
KYD1814,man,25,0,accept
KYD1814,oval-shaped,21,0,accept
KYD1814,painted portrait,21,4,accept
KYD1814,patterned vest,6,16,reject
KYD1814,red sash,6,14,reject
KYD1814,sich,7,16,reject
KYD1814,signs of age and wear,7,15,reject
KYD1814,traditional attire,25,0,accept
KYD1814,visible cracks,3,10,reject
KYD1814,white shirt,7,17,reject
KYD1815,a woman,25,0,accept
KYD1815,beaded necklace,13,8,accept
KYD1815,cracks,11,9,accept
KYD1815,dark brown frame,9,6,accept
KYD1815,floral patterns,13,8,accept
KYD1815,gold hoop earrings,9,6,accept
KYD1815,grey background,1,0,accept
KYD1815,intricate red and black embroidery,13,8,accept
KYD1815,oval-shaped portrait,21,0,accept
KYD1815,paint loss,9,11,reject
KYD1815,portrait,27,0,accept
KYD1815,portrait of a woman,25,0,accept
KYD1815,red headscarf,11,10,accept
KYD1815,traditional attire,27,0,accept
KYD1815,visible signs of aging,13,8,accept
KYD1815,white blouse,13,8,accept
KYD1815,woman,27,0,accept
KYD1816,White background,4,0,accept
KYD1816,cockerel,23,0,accept
KYD1816,cockerel in flowers,33,0,accept
KYD1816,floral wreath,17,7,accept
KYD1816,painted artwork,34,0,accept
KYD1816,rooster,26,0,accept
KYD1817,black skirt,9,13,reject
KYD1817,blue sky,1,0,accept
KYD1817,blue trousers,11,12,reject
KYD1817,brown jacket,11,12,reject
KYD1817,church with green domes,11,4,accept
KYD1817,courtship,11,4,accept
KYD1817,floral headpiece,12,9,accept
KYD1817,man,27,0,accept
KYD1817,paint wear,10,12,reject
KYD1817,red vest,12,9,accept
KYD1817,rural scene,19,4,accept
KYD1817,small house with brown roof,19,8,accept
KYD1817,straw hat,11,4,accept
KYD1817,trees,12,9,accept
KYD1817,visible cracks,9,13,reject
KYD1817,white blouse with red trim,11,12,reject
KYD1817,white picket fence,19,8,accept
KYD1817,white shirt,11,12,reject
KYD1817,window,1,0,accept
KYD1817,woman,26,0,accept
KYD1817,wooden stump,11,4,accept
KYD1817,yellow boots,19,4,accept
KYD1818,birds,10,2,accept
KYD1818,damage,5,2,accept
KYD1818,distant hills,2,0,accept
KYD1818,distant meadows,2,0,accept
KYD1818,distant wood,2,0,accept
KYD1818,dry tree trunk,2,0,accept
KYD1818,grey mustache,2,0,accept
KYD1818,large stringed instrument,10,2,accept
KYD1818,man with a beard,16,3,accept
KYD1818,man with a dark hat,10,2,accept
KYD1818,painting,24,0,accept
KYD1818,poplar trees,2,0,accept
KYD1818,red cloak,10,2,accept
KYD1818,river scene,22,0,accept
KYD1818,"taras shevchenko, the bandura player",22,0,accept
KYD1818,visible cracks,10,2,accept
KYD1818,white shirt,10,2,accept
KYD1818,willow tree,2,0,accept
KYD1819,blue and orange garment,9,7,accept
KYD1819,blue vest,3,0,accept
KYD1819,brown background,3,0,accept
KYD1819,brown tie,2,1,accept
KYD1819,cracks,8,7,accept
KYD1819,dark coat,12,6,accept
KYD1819,"man with a bald head, a mustache, and blue eyes",14,6,accept
KYD1819,paint damage,10,6,accept
KYD1819,painted portrait,18,4,accept
KYD1819,portrait of taras shevchenko,23,0,accept
KYD1819,taras shevchenko,28,0,accept
KYD1820,bald man with a prominent mustache,20,0,accept
KYD1820,brown mustache,2,0,accept
KYD1820,bust-length view,19,0,accept
KYD1820,dark coat,10,8,accept
KYD1820,gray background,2,0,accept
KYD1820,paint damage,7,8,reject
KYD1820,painted portrait,24,0,accept
KYD1820,portrait of taras shevchenko,24,0,accept
KYD1820,red and white striped tie,7,13,reject
KYD1820,red tie,2,0,accept
KYD1820,signs of age and wear,9,6,accept
KYD1820,taras shevchenko,26,0,accept
KYD1820,visible cracks,6,10,reject
KYD1820,weathered brown wooden frame,9,7,accept
KYD1820,white shirt,2,0,accept
KYD1822,Dark background,4,1,accept
KYD1822,Strange face,2,0,accept
KYD1822,a man,24,0,accept
KYD1822,grey jacket,13,0,accept
KYD1822,light-colored jacket,12,8,accept
KYD1822,man,26,0,accept
KYD1822,painted portrait,24,0,accept
KYD1822,portrait of a man,24,0,accept
KYD1822,shirt with red and white patterned collar,13,6,accept
KYD1823,a woman,23,0,accept
KYD1823,black vest,20,4,accept
KYD1823,blue background,2,0,accept
KYD1823,canvas,24,0,accept
KYD1823,dark eyes,2,0,accept
KYD1823,earrings,16,4,accept
KYD1823,floral embroidery on the sleeves,16,4,accept
KYD1823,"high, multi-strand beaded necklace",20,4,accept
KYD1823,painted portrait,24,0,accept
KYD1823,portrait of a woman,25,0,accept
KYD1823,signs of age and wear,6,12,reject
KYD1823,woman,19,4,accept
KYD1824,Horn Braids,7,0,accept
KYD1824,a couple,15,4,accept
KYD1824,blue blurred background,1,0,accept
KYD1824,couple,21,0,accept
KYD1824,cracks,16,4,accept
KYD1824,dark jacket,13,8,accept
KYD1824,dark vest,15,4,accept
KYD1824,decorative tie,4,2,accept
KYD1824,embroidered shirt,1,0,accept
KYD1824,light-colored shirt,16,4,accept
KYD1824,man,17,4,accept
KYD1824,peeling paint,20,0,accept
KYD1824,portrait,21,0,accept
KYD1824,portrait of a couple,21,0,accept
KYD1824,traditional colorful embroidered blouse,17,0,accept
KYD1824,woman,17,4,accept
KYD1825,Sky with clouds,4,0,accept
KYD1825,Trees,4,0,accept
KYD1825,painting,25,0,accept
KYD1825,pond at yanovschyna,18,0,accept
KYD1825,river scene,13,4,accept
KYD1825,signs of age,8,1,accept
KYD1825,small boat,25,0,accept
KYD1825,two figures,24,0,accept
KYD1825,wear,9,10,reject
KYD1826,Carrying pole,1,0,accept
KYD1826,a village,27,0,accept
KYD1826,blue sky,2,0,accept
KYD1826,buckets,13,12,accept
KYD1826,cracks,10,13,reject
KYD1826,dirt path,2,0,accept
KYD1826,female figure with a rocker,2,0,accept
KYD1826,figure on the right,11,12,reject
KYD1826,houses,2,0,accept
KYD1826,painting,24,0,accept
KYD1826,peeling paint,13,4,accept
KYD1826,pond,2,0,accept
KYD1826,rural village scene,27,0,accept
KYD1826,signs of age and wear,11,12,reject
KYD1826,well crane,3,0,accept
KYD1826,windmill,2,0,accept
KYD1826,window,2,0,accept
KYD1826,wooden fence,2,0,accept
KYD1827,White background,3,0,accept
KYD1827,birds,23,0,accept
KYD1827,chipping,8,4,accept
KYD1827,flowers,23,0,accept
KYD1827,folk art,26,0,accept
KYD1827,folk shadow painting,9,3,accept
KYD1827,fraying,11,2,accept
KYD1827,visible paint wear and tear,10,2,accept
KYD1828,a look on hustynska desert from the south-western side,25,0,accept
KYD1828,bell tower,2,0,accept
KYD1828,blue sky,2,0,accept
KYD1828,cross,2,0,accept
KYD1828,fence,8,17,reject
KYD1828,figures of saints,25,0,accept
KYD1828,golden halos,21,0,accept
KYD1828,green domes,29,0,accept
