tag,europeana_id,upvotes,downvotes,recommendation,creator,type,creation_date,creation_time,event_number
woman holding bucket,KYD1757,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
wooden well,KYD1757,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
wooden well,KYD1757,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
wooden well,KYD1757,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
wooden well,KYD1757,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
wooden well,KYD1757,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
a woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
a woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
a woman,KYD1758,5,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
a woman,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
a woman,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
black vest,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
black vest,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
black vest,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
black vest,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
black vest,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
blue sky with clouds,KYD1758,4,0,accept,,User,2026-03-31,16:48:43,4
blue sky with clouds,KYD1758,0,0,accept,,User,2026-03-31,16:48:43,5
circular beads,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
circular beads,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
circular beads,KYD1758,3,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
circular beads,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
circular beads,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
distant wood,KYD1758,4,0,accept,,User,2026-03-31,16:48:49,4
distant wood,KYD1758,0,0,accept,,User,2026-03-31,16:48:49,5
gold cross,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
gold cross,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
gold cross,KYD1758,4,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
gold cross,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
gold cross,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
ksonz hryhorii petrovych,KYD1758,3,0,accept,,User,2026-03-27,09:22:20,3
ksonz hryhorii petrovych,KYD1758,7,0,accept,,User,2026-03-27,09:22:20,4
ksonz hryhorii petrovych,KYD1758,0,0,accept,,User,2026-03-27,09:22:20,5
meadows,KYD1758,4,0,accept,,User,2026-03-31,16:48:31,4
meadows,KYD1758,0,0,accept,,User,2026-03-31,16:48:31,5
necklace,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
necklace,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
necklace,KYD1758,5,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
necklace,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
necklace,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
necklace with coins,KYD1758,2,0,accept,,User,2026-03-27,10:35:27,3
necklace with coins,KYD1758,7,0,accept,,User,2026-03-27,10:35:27,4
necklace with coins,KYD1758,0,0,accept,,User,2026-03-27,10:35:27,5
portrait,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
portrait,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
portrait,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
portrait,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
portrait,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
portrait of a woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
portrait of a woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
portrait of a woman,KYD1758,5,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
portrait of a woman,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
portrait of a woman,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
red and black floral embroidery,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
red and black floral embroidery,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
red and black floral embroidery,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
red and black floral embroidery,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
red and black floral embroidery,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
signs of age,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
signs of age,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
signs of age,KYD1758,1,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
signs of age,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
signs of age,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
small house,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
small house,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
small house,KYD1758,4,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
small house,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
small house,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
traditional attire,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
traditional attire,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
traditional attire,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
traditional attire,KYD1758,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
traditional attire,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
trees,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
trees,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
trees,KYD1758,4,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
trees,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
trees,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
visible cracks,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
visible cracks,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
visible cracks,KYD1758,0,2,reject,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
visible cracks,KYD1758,3,3,reject,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
visible cracks,KYD1758,0,0,reject,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
wear,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
wear,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
wear,KYD1758,1,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
wear,KYD1758,5,1,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
wear,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
well,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
well,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
well,KYD1758,5,1,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
well,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
well,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
white blouse,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
white blouse,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
white blouse,KYD1758,0,1,reject,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
white blouse,KYD1758,5,2,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
white blouse,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
wicker fence,KYD1758,4,0,accept,,User,2026-03-31,16:52:32,4
wicker fence,KYD1758,0,0,accept,,User,2026-03-31,16:52:32,5
woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
woman,KYD1758,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
woman,KYD1758,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
woman,KYD1758,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
woman,KYD1758,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
a man,KYD1759,1,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
a man,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
a man,KYD1759,4,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
a man,KYD1759,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
a man,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
brown eyes,KYD1759,5,0,accept,,User,2026-03-31,15:50:50,4
brown eyes,KYD1759,0,0,accept,,User,2026-03-31,15:50:50,5
damage on the jacket,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
damage on the jacket,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
damage on the jacket,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
damage on the jacket,KYD1759,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
damage on the jacket,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
dark hair,KYD1759,1,0,accept,,User,2026-03-27,10:48:32,3
dark hair,KYD1759,8,0,accept,,User,2026-03-27,10:48:32,4
dark hair,KYD1759,0,0,accept,,User,2026-03-27,10:48:32,5
dark jacket,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
dark jacket,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
dark jacket,KYD1759,5,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
dark jacket,KYD1759,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
dark jacket,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
distant wood,KYD1759,4,0,accept,,User,2026-03-31,15:51:00,4
distant wood,KYD1759,0,0,accept,,User,2026-03-31,15:51:00,5
hands,KYD1759,4,0,accept,,User,2026-03-31,15:50:43,4
hands,KYD1759,0,0,accept,,User,2026-03-31,15:50:43,5
ksonz hryhorii petrovych,KYD1759,2,0,accept,,User,2026-03-27,09:49:38,3
ksonz hryhorii petrovych,KYD1759,6,0,accept,,User,2026-03-27,09:49:38,4
ksonz hryhorii petrovych,KYD1759,0,0,accept,,User,2026-03-27,09:49:38,5
man,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
man,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
man,KYD1759,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
man,KYD1759,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
man,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
man with a mustache,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
man with a mustache,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
man with a mustache,KYD1759,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
man with a mustache,KYD1759,10,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
man with a mustache,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
painted portrait,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
painted portrait,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
painted portrait,KYD1759,4,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
painted portrait,KYD1759,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
painted portrait,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
path,KYD1759,3,0,accept,,User,2026-03-27,10:21:50,3
path,KYD1759,8,0,accept,,User,2026-03-27,10:21:50,4
path,KYD1759,0,0,accept,,User,2026-03-27,10:21:50,5
portrait of a man,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
portrait of a man,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
portrait of a man,KYD1759,2,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
portrait of a man,KYD1759,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
portrait of a man,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
sky with clouds,KYD1759,2,0,accept,,User,2026-03-27,10:33:26,3
sky with clouds,KYD1759,7,0,accept,,User,2026-03-27,10:33:26,4
sky with clouds,KYD1759,0,0,accept,,User,2026-03-27,10:33:26,5
small house,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
small house,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
small house,KYD1759,3,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
small house,KYD1759,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
small house,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
trees,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
trees,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
trees,KYD1759,5,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
trees,KYD1759,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
trees,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
visible cracks,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
visible cracks,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
visible cracks,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
visible cracks,KYD1759,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
visible cracks,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
vyshyvanka,KYD1759,2,0,accept,,User,2026-04-02,12:57:37,4
vyshyvanka,KYD1759,1,0,accept,,User,2026-04-02,12:57:37,5
well,KYD1759,3,0,accept,,User,2026-03-27,10:22:00,3
well,KYD1759,6,0,accept,,User,2026-03-27,10:22:00,4
well,KYD1759,0,0,accept,,User,2026-03-27,10:22:00,5
well crane,KYD1759,4,0,accept,,User,2026-03-31,15:51:33,4
well crane,KYD1759,0,0,accept,,User,2026-03-31,15:51:33,5
white shirt with a red and black floral pattern,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
white shirt with a red and black floral pattern,KYD1759,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
white shirt with a red and black floral pattern,KYD1759,2,1,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
white shirt with a red and black floral pattern,KYD1759,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
white shirt with a red and black floral pattern,KYD1759,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
white shirt with red and black floral embroidery,KYD1759,1,0,accept,,User,2026-03-27,10:48:15,3
white shirt with red and black floral embroidery,KYD1759,8,0,accept,,User,2026-03-27,10:48:15,4
white shirt with red and black floral embroidery,KYD1759,0,0,accept,,User,2026-03-27,10:48:15,5
wicker fence,KYD1759,1,0,accept,,User,2026-03-27,10:33:39,3
wicker fence,KYD1759,8,0,accept,,User,2026-03-27,10:33:39,4
wicker fence,KYD1759,0,0,accept,,User,2026-03-27,10:33:39,5
a man,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
a man,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
a man,KYD1760,3,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
a man,KYD1760,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
a man,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
bee hives,KYD1760,4,0,accept,,User,2026-03-31,16:41:47,4
bee hives,KYD1760,0,0,accept,,User,2026-03-31,16:41:47,5
clouds,KYD1760,4,0,accept,,User,2026-03-27,09:21:28,3
clouds,KYD1760,7,0,accept,,User,2026-03-27,09:21:28,4
clouds,KYD1760,0,0,accept,,User,2026-03-27,09:21:28,5
damage,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
damage,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
damage,KYD1760,2,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
damage,KYD1760,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
damage,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
dark coat,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
dark coat,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
dark coat,KYD1760,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
dark coat,KYD1760,8,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
dark coat,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
dark hair,KYD1760,1,0,accept,,User,2026-03-27,10:53:24,3
dark hair,KYD1760,7,0,accept,,User,2026-03-27,10:53:24,4
dark hair,KYD1760,0,0,accept,,User,2026-03-27,10:53:24,5
distant wood,KYD1760,4,0,accept,,User,2026-03-31,16:41:06,4
distant wood,KYD1760,0,0,accept,,User,2026-03-31,16:41:06,5
field,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
field,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
field,KYD1760,1,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
field,KYD1760,4,3,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
field,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
flowers,KYD1760,4,0,accept,,User,2026-03-31,16:41:21,4
flowers,KYD1760,0,0,accept,,User,2026-03-31,16:41:21,5
ksonz hryhorii,KYD1760,2,0,accept,,User,2026-03-27,10:00:27,3
ksonz hryhorii,KYD1760,7,0,accept,,User,2026-03-27,10:00:27,4
ksonz hryhorii,KYD1760,0,0,accept,,User,2026-03-27,10:00:27,5
mallow,KYD1760,1,0,accept,,User,2026-04-05,11:43:29,5
man,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
man,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
man,KYD1760,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
man,KYD1760,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
man,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
meadows,KYD1760,4,0,accept,,User,2026-03-31,16:40:58,4
meadows,KYD1760,0,0,accept,,User,2026-03-31,16:40:58,5
portrait,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
portrait,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,2
portrait,KYD1760,6,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,3
portrait,KYD1760,7,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,4
portrait,KYD1760,0,0,accept,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,5
portrait of a man,KYD1760,0,0,unknown,"Qwen3-VL-2B-Instruct, Qwen3.5-4B",Software,2026-02-13,08:08:10,1
